laptopId;battery;cpu;description;frameRate;image;manufacturer;model;os;price;ram;resolution;screenSize;stockAvailable;storage;vga;webcam;weight
00026735-c220-4cfb-be66-bcbee5be7649;90WHrs;"AMD Ryzen 5 7535HS (Up to 4.55GHz, 6 lõi / 12 luồng)";"Đồ họa - Kỹ thuật, Gaming";"144 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__3_34.png;ASUS;"Laptop ASUS TUF Gaming A15 FA507NU-LP131W";"Windows 11 Home";29490000;16GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"1TB SSD M2 PCIe 4.0 NVMe (1 khe trống, nâng cấp tối đa 2TB)";"NVIDIA GeForce RTX 4050 Laptop GPU 6GB GDDR6";"720P HD";"2.2 kg"
004eb3d2-b571-4e11-9799-31913bc09915;"4-cell, 57.5 Wh";"Intel® Core™ i5-11400H – CPU thế hệ 11 mới nhất, 2.6 GHz (up to 4.4 GHz), 6 nhân, 12 luồng, 12 MB, 8 GT/s";Gaming;144Hz;https://cellphones.com.vn/media/catalog/product/_/0/_0003_60790_laptop_acer_gaming_nitro_5.jpg;Acer;"Laptop Gaming Acer Nitro 5 Eagle AN515-57-54MV";"Windows 11 Home";26490000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"512GB SSD PCIe NVMe (nâng cấp tối đa 2TB SSD PCIe Gen3, 8 Gb/s, NVMe và 2TB HDD 2.5-inch 5400 RPM)";"NVIDIA® GeForce RTX™ 3050 4G GDDR6";"HD 720p ";"2.2 kg "
00acd1c4-a5f8-4436-be7f-eddf89e30eb1;Li-Po;"Intel Core i5 1135G7 (4.2 GHz, 4 lõi / 8 luồng, 8 MB)";"Học tập - Văn phòng";"60 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_5_43.png;Dell;"Laptop Dell Inspiron 15 3520 WTPRT";"Windows 11";14990000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"256GB SSD (M2) PCI-E Gen 4.0 (4x)";"Intel UHD Graphics";"Full HD (1920 x 1080 pixels)";"1.63 kg"
00c77729-5d87-4a30-8326-ae404375e93c;"Mặc định";"Apple M2 Pro 10 nhân";"Học tập - Văn phòng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/d/o/download_2__3_2_4.jpg;Apple;"Mac mini M2 Pro 2023 (10 CPU - 16 GPU - 16GB - 1TB) | Chính hãng Apple Việt Nam";macOS;36990000;16GB;"Mặc định";"Mặc định";43;1TB;"16 nhân GPU";"Mặc định";"1.28 kg"
01bfd25d-8296-4f3d-8b97-7ac5239ac374;"63WHrs, 3S1P, 3-cell Li-ion";"Intel Core Ultra 5 226V 16GB 1.6 GHz (8MB Cache, up to 4.5 GHz, 8 lõi, 8 luồng)";"Học tập - Văn phòng, Cao cấp - Sang trọng, Mỏng nhẹ";"144 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_7__2_145.png;ASUS;"Laptop ASUS ExpertBook P5 P5405CSA-NZ0016W";"Windows 11 Home";27990000;16GB;"2560 x 1600 (WQXGA)";"14 inches";46;"512GB M.2 2280 NVMe PCIe 4.0 SSD";"Intel Arc 130V GPU";"Camera FHD 1080p có chức năng IR hỗ trợ Windows Hello <br>Có màn trập camera";"1.27 kg"
023af51d-7a95-4686-ba1d-96ee49f89b96;"42 Wh";"Intel Core i3-1215U";"Học tập - Văn phòng, Cao cấp - Sang trọng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/l/a/laptop-huawei-matebook-d14-i3-1215u_4__1.png;Huawei;"Laptop Huawei Matebook D14";"Windows 11 Home";12990000;8GB;"1920 x 1080 pixels (FullHD)";"14 inches";43;"256GB SSD NVMe PCIe";"Intel UHD Graphics";"720P ";"1.39 kg"
02ac6e51-120c-42b7-b220-d81f4dd9a975;"42WHrs, 3S1P, 3-cell Li-ion";"Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)";"Học tập - Văn phòng";"60 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-04-09t205746.880.png;ASUS;"Laptop ASUS ExpertBook B1402CVA-NK0157W";"Windows 11 Home";18490000;8GB;"1920 x 1080 pixels (FullHD)";"14 inches";46;"512GB M.2 2280 NVMe PCIe 4.0 SSD";"Intel UHD Graphics";"720p HD với màn trập camera";"1.46 kg"
02d1d11c-7563-4d2e-a021-110c01a74ac4;"3 cell, 53.5Whr";"Intel Core i7-13620H (3.6GHz~4.9GHz, 10 lõi / 16 luồng)";Gaming;144Hz;https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_11__2_50.png;MSI;"Laptop MSI Katana 15 B13VFK-676VN";"Windows 11 Home";36990000;16GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";46;"1TB NVMe PCIe Gen 4 SSD";"NVIDIA GeForce RTX 4060, GDDR6 8GB";"HD type (30fps@720p)";"2.25 kg"
03350fb6-8649-41aa-bcf0-9a287db18702;"56WHrs, 4S1P, 4-cell Li-ion";"AMD Ryzen 7 4800H Mobile (8 lõi /16 luồng, 12MB, 4.2 GHz)";Gaming;"Mặc định";https://cellphones.com.vn/media/catalog/product/l/a/laptop-asus-rog-strix-g15-g513ie-hn246w-1.jpg;ASUS;"Laptop Asus Rog Strix G15 G513IE-HN246W";"Windows 11 Home";24300000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"512GB PCIe 3.0 NVMe M.2 SSD";"NVIDIA GeForce RTX 3050 Ti, 4GB GDDR6 <br> Card tích hợp - AMD Radeon Graphics";"Mặc định";"2.10 kg"
0369bf5a-dee0-4455-bd17-9ec41b81d35d;"43 Wh";"Intel Core i5-1335U (up to 4.6 GHz, 12 Cache, 10 lõi / 12 luồng)";"Học tập - Văn phòng";"Mặc định";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_26__31.png;HP;"Laptop HP Envy X360 2IN1 14-ES0013";"Windows 11";19990000;8GB;"1920 x 1080 pixels (FullHD)";"14 inches";43;"SSD 512 GB PCIe NVMe M.2";"Intel Iris Xe";"Webcam HD với màn trập riêng tư";"1.49 kg"
063d5815-93e5-4642-9d92-51346c5ac7e8;"Mặc định";"M1 Pro/M1 Max";"Đồ họa - Kỹ thuật, Cao cấp - Sang trọng";"Mặc định";https://cellphones.com.vn/media/catalog/product/p/r/pro_2021.png;Apple;"MacBook Pro 14 inch 2021 | Chính hãng Apple Việt Nam";MacOS;52990000;16GB;"3024 x 1964 pixels ";"14.2 inches";43;"512GB SSD";"14 nhân GPU";"1080p Camera, FaceTime";"1.55 x 31.26 x 22.12 cm"
06a5b180-c6ca-4f48-8fc5-8cb160b7081a;"50WHrs, 3S1P, 3-cell Li-ion";"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)";"Đồ họa - Kỹ thuật, Gaming";"144 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_9_71.png;ASUS;"Laptop ASUS Gaming VivoBook K3605ZF-RP634W";"Windows 11 Home";20990000;16GB;"1920 x 1200 pixels (WUXGA)";"16 inches";46;"512GB M.2 NVMe PCIe 4.0 SSD";"NVIDIA GeForce RTX 2050 4GB GDDR6";"720p HD với màn trập camera";"1.80 kg"
06ecf453-ca45-4ce6-a7ba-d1e4c20733f1;56.5Wh;"AMD Ryzen 7 5800U";"Cao cấp - Sang trọng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/l/a/lap4h51.png;Lenovo;"Laptop Lenovo Ideapad 5 PRO 14ACN6 82L700MAVN";"Windows 11 Home SL ";23990000;16GB;"2880 x 1800 pixels";"14 inches";43;"512GB SSD M.2 2242 PCIe 3.0x4 NVMe";"AMD Radeon Graphics";"HD 720p ";"1.38 kg"
06f4ac62-3552-43da-902a-720379bb850c;"75Wh, 65W USB-C (3-pin)";"Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB";"Học tập - Văn phòng, Cao cấp - Sang trọng, Mỏng nhẹ, Laptop sáng tạo nội dung";"120 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_30__8_5.png;Lenovo;"Laptop Lenovo Yoga 9 2IN1 14IMH9 83AC000SVN";"Windows 11 Home Single Language, English<br>Office Home & Student 2021";47990000;16GB;"2880 x 1800 pixels";"14 inches";152;"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)";"Intel Arc Graphics";"5.0MP + IR với Màn trập camera";"1.32 kg"
06ff33b3-6266-4846-9386-519374ea2fb2;45Wh;"AMD Ryzen 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)";"Học tập - Văn phòng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_25__2_25.png;Lenovo;"Laptop Lenovo ThinkBook 14 G6 ABP 21KJ005HVN";"Windows 11 Home Single Language";21990000;16GB;"1920 x 1200 pixels (WUXGA)";"14 inches";46;"512GB SSD M.2 2280 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp lên đến 2TB)";"AMD Radeon Graphics";"FHD 1080p với màn trập camera";"1.38 kg"
07224201-c4a7-42c2-a589-2f6b70194283;"52,6 Wh";"Apple M2";"Học tập - Văn phòng, Cao cấp - Sang trọng";"Mặc định";https://cellphones.com.vn/media/catalog/product/m/a/macbook_air_m2_3_1.jpg;Apple;"Apple MacBook Air M2 2024 8CPU 8GPU 8GB 256GB I Chính hãng Apple Việt Nam";MacOS;24990000;8GB;"2560 x 1664 pixels";"13.6 inches";46;256GB;"8 nhân GPU, 16 nhân Neural Engine";"1080p FaceTime HD camera";"1.27 kg"
07ef559c-7967-45c3-8b58-86d755dbc1a1;"3-cell, 41 Wh Li-ion";"Intel Core i5 - 1335U (4.60 GHz, 10 lõi / 12 luồng, 12MB)";"Học tập - Văn phòng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_26__1_2.png;HP;"Laptop HP 14-EP0112TU 8C5L1PA";"Windows 11 Home SL";19590000;16GB;"1920 x 1080 pixels (FullHD)";"14 inches";43;"512 GB PCIe NVMe M.2 SSD";"Intel Iris Xe Graphics";"HP True Vision 720p HD";"1.46 kg"
08509545-d33d-4292-a2d2-119f83553d89;"4-cell, 76WHrs";"Intel Core i5-12450H";Gaming;"Mặc định";https://cellphones.com.vn/media/catalog/product/5/h/5h41.png;ASUS;"Laptop ASUS TUF Dash F15 FX517ZC-HN077W";"Windows 11 Home SL ";23100000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"512GB M.2 NVMe™ PCIe® 3.0 SSD";"NVIDIA GeForce RTX 3050 4GB GDDR6";"HD 720p ";"2.00 Kg"
09b0bd74-f32b-4ce2-af41-c86ac6a031de;"3-cell, 41 Wh lithium-polymer";"Intel Core i3-1115G4 (6 MB cache, 2 lõi / 4 luồng, 3.00 GHz to 4.10 GHz, 15 W)";"Học tập - Văn phòng";"Mặc định";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__3_9.png;Dell;"Laptop Dell Inspiron 15 3520 D5N53";"Windows 11 Home";11490000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"256 GB, M.2 2230, PCIe NVMe Gen3 x4, SSD";"Intel UHD Graphics";"720p at 30 fps HD camera";"1.65 kg"
0a1488da-9181-4868-9ab5-5ca6837c8533;"3-cell, 41 Wh Li-ion";"Intel Core i5-1235U (up to 4.4 GHz with Intel Turbo Boost Technology,12 MB L3 cache,10 lõi /12 luồng)";"Học tập - Văn phòng";"Mặc định";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_9_64.png;HP;"Laptop HP 240 G9 9E5W3PT";"Windows 11";16990000;8GB;"1920 x 1080 pixels (FullHD)";"14 inches";46;"512 GB PCIe NVMe SSD";"Intel Iris Xe Graphics";"HP camera 720 HD";"1.47 kg"
0b077f7c-779a-43dd-9eaf-69d418cdda52;"3 Cell, 53.5Whr";"Intel Core Ultra 7 155H";"Học tập - Văn phòng, Cao cấp - Sang trọng";"144 Hz";https://cellphones.com.vn/media/catalog/product/l/a/laptop-msi-cyborg-15-a1vek-053vn.png;MSI;"Laptop MSI Cyborg 15 A1VEK-053VN ";"Windows 11 Home";30990000;16GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";46;"512GB NVMe PCIe SSD Gen4x4 w/o DRAM";"RTX 4050, GDDR6 6GB";"HD type (30fps@720p)";"1.98 kg"
0c4b05b9-8f14-4795-9dd1-c39003e6e351;"4 cell 90 Wh , Pin liền";"AMD Ryzen 5 7640HS ( 4.3 GHz - 5.0 GHz / 16MB / 6 nhân, 12 luồng )";Gaming;165Hz;https://cellphones.com.vn/media/catalog/product/l/a/laptop-acer-gaming-nitro-16-phoenix-an16-41-r50z.png;Acer;"Laptop Acer Gaming Nitro 16 Phoenix AN16-41-R50Z";"Windows 11 Home";30990000;8GB;"1920 x 1200 pixels (WUXGA)";"16 inches";43;"512GB SSD M.2 NVMe (2 x M.2 NVMe)";"NVIDIA GeForce RTX 4050 6GB GDDR6 <br> AMD Radeon 760M";"HD webcam";"2.7 kg"
0c6bb7e8-2f5a-44d7-bf3c-965ce919a10e;"Mặc định";"CPU Apple M3 8 Lõi<br>Neural Engine 16 lõi";"Học tập - Văn phòng, Cao cấp - Sang trọng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/m/a/macbook-air-m3-15-inch-2024_1__3_2_1.png;Apple;"MacBook Air M3 15 inch 2024 8CPU 10GPU 24GB 512GB Sạc 35W | Chính hãng Apple Việt Nam";MacOS;42990000;24GB;"Mặc định";"15.6 inches";46;"512GB SSD";"GPU 10 Lõi";"Camera FaceTime HD 1080p";"Mặc định"
0cbf93ad-13a0-4017-b448-44e432f359c0;"90WHrs, 4S1P, 4-cell Li-ion";" Intel® Core™ i7-13620H 2.4 GHz (24M Cache, Up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)";Gaming;"144 Hz";https://cellphones.com.vn/media/catalog/product/l/a/laptop-asus-tuf-gaming-f15-fx507vu-lp198w-1_1.jpg;ASUS;"Laptop ASUS TUF Gaming F15 FX507VU-LP198W";"Windows 11 Home";28990000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";46;"512GB PCIe® 4.0 NVMe™ M.2 SSD";"NVIDIA® GeForce RTX™ 4050";"720P HD camera";"2.20 kg"
0cf5bf4a-db47-4691-a87e-7b97d2a40326;80Wh;"AMD Ryzen 5 6600H ";Gaming;"Mặc định";https://cellphones.com.vn/media/catalog/product/f/t/fthy.png;Lenovo;"Laptop Lenovo Gaming Legion 5 15ARH7H 82RD003TVN";"Windows 11 Home ";35900000;16GB;"2560x1440 (Quad HD)";"15.6 inches";43;"512GB SSD M.2 2280 PCIe 4.0x4 NVMe";"NVIDIA GeForce RTX 3060 ";"FHD 1080p";" 2.4 kg"
0d0f3f38-cfc8-48ef-b9ef-d7de783940f6;80Wh;"AMD R7 5800H";Gaming;"Mặc định";https://cellphones.com.vn/media/catalog/product/l/a/laptop-lenovo-legion-7-16achg6-82n60038vn-3.jpg;Lenovo;"Laptop Lenovo Legion 7 16ACHG6 82N60038VN ";"Windows 10 Home 64, English";51990000;16GB;"2560 x 1600 pixels (2K)";"16 inches";43;"1TB SSD";"Nvidia RTX3060 6GB";"720p có màn trập bảo mật";"356 x 260 x 20.1mm"
0d503fda-53f7-4d73-94d4-63906ffc735a;"49.9-watt-hour lithium-polymer, củ sạc công suất 30W";"8 nhân với 4 nhân hiệu năng cao và 4 nhân tiết kiệm điện";"Học tập - Văn phòng, Đồ họa - Kỹ thuật, Cao cấp - Sang trọng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/d/o/download-_1_.jpg;Apple;"Apple MacBook Air M1 16GB 512GB 2020 I Chính hãng Apple Việt Nam ";"macOS Big Sur";40990000;16GB;"2560 x 1600 pixels (2K)";"13.3 inches";43;"512GB SSD";"GPU 8 nhân, 16 nhân Neural Engine";"Mặc định";"1.29 kg"
0d64e348-48de-4cf4-ab8c-0c1b2f8636c8;60Wh;"Intel Core i5-12500H";Gaming;"Mặc định";https://cellphones.com.vn/media/catalog/product/2/_/2_185.png;Lenovo;"Laptop Lenovo Ideapad Gaming 3 15IAH7 82S9006YVN";"Windows 11 ";22300000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"512GB SSD M.2 2242 PCIe 4.0x4 NVMe";"NVIDIA GeForce RTX 3050 ";"HD 720p v";" 2,315 kg "
0dd78bab-64f5-485b-8702-00e79297e488;"Mặc định";"Apple M3 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện<br>Neural Engine 16 lõi";"Học tập - Văn phòng, Đồ họa - Kỹ thuật, Cao cấp - Sang trọng";"Mặc định";https://cellphones.com.vn/media/catalog/product/v/n/vn_imac_m3_2-ports_blue_pdp_image_position-1.jpg;Apple;"iMac M3 24 inch 8GB 256GB 8GPU | Chính hãng Apple Việt Nam";macOS;36990000;8GB;"4480 x 2520 (4.5K)";"24 inches";43;256GB;"GPU 8 lõi";1080p;"4,48 kg"
0eafff12-27c5-43ac-997e-9871b08ce90c;"50WHrs, 3S1P, 3-cell Li-ion";"Core I7-13700H";"Học tập - Văn phòng";60Hz;https://cellphones.com.vn/media/catalog/product/l/a/laptop-asus-vivobook-15-oled-a1505va-l1491w_5_.png;ASUS;"Laptop ASUS Vivobook 15 Oled A1505VA L1491W";"Windows 11 Home";22990000;16GB;"1080 x 1920 pixels (FullHD)";"15.6 inches";46;"512GB ";"Intel Iris XE Graphics";720p;"1.70 kg"
0f1bd830-acb7-4d80-9f57-48b469b4d9e7;"58.2-watt-hour lithium-polymer, 61W USB-C Power Adapter";"8 nhân với 4 nhân hiệu năng cao và 4 nhân tiết kiệm điện";"Đồ họa - Kỹ thuật, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/s/p/spa-mac_1.jpg;Apple;"Apple MacBook Pro 13 Touch Bar M1 16GB 256GB 2020 I Chính hãng Apple Việt Nam ";"macOS Big Sur";42990000;16GB;"2560 x 1600 pixels (2K)";"13.3 inches";43;"256GB SSD";"8 nhân GPU, 16 nhân Neural Engine";"Mặc định";"1.4 kg"
10783efb-4b9a-4042-8282-e995ac1047b4;"65 Wh";"Intel Core i7-13700H (14 lõi (6P + 8E) / 20 luồng , P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB)";"Học tập - Văn phòng, Cao cấp - Sang trọng, Mỏng nhẹ";"60 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_10__3_8.png;Lenovo;"Laptop Lenovo Yoga Slim 6 14IRH8 83E00008VN";"Windows 11 Home + Office Home & Student 2021";26890000;16GB;"1920 x 1200 pixels (WUXGA)";"14 inches";46;"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (có thể tháo ra nâng cáp tối đa 1TB)";"Intel Iris Xe Graphics";"FHD 1080p với màn trập camera + IR";"1.35 kg"
10f3498e-9709-4ea3-8221-905611a7a625;"70WHrs, 3S1P, 3-cell Li-ion";"AMD Ryzen™ 5 5600H Mobile Processor";"Học tập - Văn phòng";"Mặc định";https://cellphones.com.vn/media/catalog/product/2/_/2_199.png;ASUS;"Laptop ASUS Vivobook Pro M6500QC-MA002W";"Windows 11";25500000;16GB;"2880 x 1800 pixels";"15.6 inches";43;"512GB SSD";NVIDIA® GeForce® RTX™ 3050 Laptop GPU;"1080p FHD camera with privacy shutter";"1.80 kg"
11408655-ae73-48bf-a53a-4db913be237d;"42WHrs, 3S1P, Li-ion 3 pin";"Intel Core i3-1215U (1.2 GHz - 4.4 GHz, 10MB, 6 nhân / 8 luồng)";"Học tập - Văn phòng, Mỏng nhẹ";60Hz;https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_9__3_26.png;ASUS;"Laptop ASUS VivoBook 14 X1404ZA-NK075W";"Windows 11 Home";12490000;8GB;"1920 x 1080 pixels (FullHD)";"14 inches";43;"256GB SSD M.2 NVMe ";"Intel UHD Graphics";"720p HD webcam";"1.4 kg"
11dd60f4-7d74-4c53-9472-86e43c43daa1;"Mặc định";"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện<br>Neural Engine 16 lõi";"Học tập - Văn phòng, Đồ họa - Kỹ thuật, Cao cấp - Sang trọng";"Mặc định";https://cellphones.com.vn/media/catalog/product/i/m/imac_m4_pro_chip_4-port_24-in_green_pdp_image_position_1__vn-vi.jpg;Apple;"iMac M4 2024 24 inch 10CPU 10GPU 16GB 256GB | Chính hãng Apple Việt Nam";macOS;39990000;16GB;"4480 x 2520 (4.5K)";"24 inches";46;256GB;"GPU 10 lõi";"Camera 12MP Center Stage có hỗ trợ chế độ Desk View <br>Quay video HD 1080p<br>Bộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán";"4.44 kg"
12c46f20-7ade-4ecc-b318-f8599ef60156;"50WHrs, 3S1P, 3-cell Li-ion";"Intel Core i5-13500H (2.6 GHz, 18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)";"Học tập - Văn phòng";"90 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_16__5_19.png;ASUS;"Laptop ASUS  Vivobook 14 OLED A1405VA-KM257W";"Windows 11 Home";20990000;16GB;"2880 x 1800 pixels";"14 inches";46;"512GB M.2 NVMe PCIe 3.0 SSD";"Intel Iris Xe Graphics";"720p HD với màn trập camera";"1.60 kg "
138afa20-e5db-4795-87ae-625611a5d773;47Wh;"Intel Core i5-12450H (8 lõi (4P + 4E) / 12 luồng, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)";"Học tập - Văn phòng, Mỏng nhẹ";"Mặc định";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_23__1_7.png;Lenovo;"Laptop Lenovo IdeaPad Slim 3 14IAH8 83EQ0009VN";"Windows 11 Home Single Language";16490000;16GB;"1920 x 1080 pixels (FullHD)";"14 inches";46;"1TB SSD M.2 2242 PCIe 4.0x4 NVMe";"Intel UHD Graphics";"FHD 1080p với màn trập camera";"1.37 kg"
14a5ed06-a895-4c2c-b70b-6fe2699d34bd;"4 cell, 99.9Whr";"Intel® Core™ i7-10875H, 2.30GHz upto 5.10GHz, 16MB cache, 8 cores 16 threads";Gaming;"Mặc định";https://cellphones.com.vn/media/catalog/product/l/a/laptop-msi-gaming-ge66-raider-10sfs-474vn.jpg;MSI;"Laptop MSI Gaming GE66 RAIDER 10SFS-474VN ";"Windows 10 Home SL";59990000;"Mặc định";"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"1TB NVMe PCIe Gen3x4 SSD";"nVidia Geforce RTX 2070 SUPER 8GB GDDR6";"Mặc định";2.38Kg
1592fcc2-4209-490b-ad9e-f0468ad05c67;"60 Wh";" Intel® Core™ i5-12450HX, 8 Nhân (4P + 4E) / 12 Luồng, P-core tối đa 4.4GHz, E-core tối đa 3.1GHz, 12MB";"Học tập - Văn phòng";"144 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_47__3_2_1.png;Lenovo;"Laptop Lenovo LOQ 15IAX9 83GS000FVN";"Windows 11 Home Single Language";20490000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";43;"512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®";"NVIDIA® GeForce RTX™ 2050 4GB GDDR6, Boost Clock 1575MHz, TGP 65W";"FHD 1080p với màn trập E-shutter";"2.38 kg"
15fd05bf-a0ef-4778-8b2c-e8886b285309;"75WHrs, 4S1P, 4-cell Li-ion";"Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 lõi, 22 luồng)";"Học tập - Văn phòng";120Hz;https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_5__7_105.png;ASUS;"Laptop ASUS  VivoBook S 16 OLED S5606MA-MX051W ";"Windows 11 Home";29990000;16GB;"3200 x 2000 pixel (WQHD+)";"16 inches";46;"512GB M.2 NVMe PCIe 4.0 SSD";"Intel Arc Graphics";"Camera FHD có chức năng IR hỗ trợ Windows Hello<br> Màn trập camera";"1.50 kg"
1692f7fc-c4cb-42b5-ba6c-aa1f0f9e91dc;60Wh;"AMD Ryzen 7 7435HS (8 lõi / 16 luồng, 3.1 / 4.5GHz, 4MB L2 / 16MB L3)";"Đồ họa - Kỹ thuật, Gaming";"144 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_2__6_15.png;Lenovo;"Laptop Lenovo LOQ 15ARP9 83JC003YVN";"Windows 11 Home Single Language, English";31490000;24GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";46;"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ nâng cấp tối đa 1TB)";"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 105W";"HD 720p với màn trập E-shutter";"2.38 kg"
1715ac03-e65d-45ae-94d9-12630a56dfac;"4-Cell 65 Battery (Whr)";"Intel Core i7-14700HX";"Đồ họa - Kỹ thuật, Gaming";"144 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_58__1_9.png;MSI;"Laptop MSI Sword 16 HX B14VEKG-039VN";"Windows 11 Home";34990000;16GB;"1920 x 1200 pixels (FullHD+)";"16 inches";46;"1TB NVMe PCIe Gen4";"NVIDIA GeForce RTX 4050 6GB GDDR6 cung cấp năng lượng cho AI tiên tiến với 194 AI TOPS";"HD type (30fps@720p)<br> 3D Noise Reduction (3DNR)";"2.3 kg"
176e8953-d386-4f06-9308-5f213846d02c;"42WHrs, 3S1P, 3-cell Li-ion";"Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi)";"Học tập - Văn phòng";"60 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-04-08t223024.634_3.png;ASUS;"Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W";"Windows 11 Home";11990000;8GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";46;"256GB M.2 2280 NVMe PCIe 4.0 SSD";"Intel UHD Graphics";"720p HD với màn trập camera";"1.69 kg"
1811bbd1-dc5a-45a4-b211-f484efc230da;56.6Wh;"Intel Core i5-12450H (8 lõi (4P + 4E) / 12 luồng, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)";"Học tập - Văn phòng, Cao cấp - Sang trọng";"Mặc định";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__3_12.png;Lenovo;"Laptop Lenovo Ideapad Slim 5 16IAH8 83BG004EVN";"Windows 11 Home Single Language";18490000;16GB;"1920 x 1200 pixels (WUXGA)";"16 inches";43;"1TB SSD M.2 2242 PCIe 4.0x4 NVMe";"Intel UHD Graphics";"FHD 1080p với màn trập camera";"1.89 kg"
181a503d-c5af-4a75-adca-feeba63846ea;"3-cell, 54 Wh";"Intel Core Ultra 7 165U (12 MB cache, 12 lõi, 14 luồng, up to 4.9 GHz Turbo)";"Học tập - Văn phòng";"60 Hz";https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_23__3_15.png;Dell;"Laptop Dell Latitude 5550 71047019";"Windows 11 Home, Single Language English";32490000;16GB;"1920 x 1080 pixels (FullHD)";"15.6 inches";46;"512 GB, M.2 2230, TLC, Gen 4 PCIe NVMe, SSD (2 thanh ổ cứng, hỗ trợ nâng cấp, tối đa 2TB)";"Intel UHD Graphics";"FHD + IR Cam";"1.62 kg"
